School,Gender,Address,Family_Size,Parental_Status,School_Support,Family_Support,Extra_Paid_Class,Extra_Curricular_Activities,Attended_Nursery,Wants_Higher_Education,Internet_Access,In_Relationship,Mother_Job,Father_Job,Reason_for_Choosing_School,Guardian,Age,Study_Time,Failures,Absences,G1,G2,G3,Dropped_Out
GP,M,U,GT3,A,no,yes,no,no,yes,no,yes,yes,teacher,teacher,other,other,16,3,2,63,14,12,14,1
MS,M,R,GT3,T,no,yes,yes,no,yes,yes,yes,yes,health,services,other,father,18,1,0,84,11,12,15,0
MS,M,R,LE3,T,no,no,no,no,no,no,yes,yes,other,other,course,father,16,1,2,76,19,22,19,1
GP,F,U,GT3,T,yes,yes,yes,no,no,yes,no,no,teacher,teacher,home,mother,19,3,0,3,5,6,8,0
MS,F,R,GT3,A,no,no,no,yes,yes,no,no,no,at_home,health,home,mother,15,3,0,34,5,2,-1,1
GP,M,R,LE3,A,yes,no,no,no,no,yes,yes,no,teacher,teacher,reputation,other,15,1,1,25,10,7,4,1
GP,F,R,GT3,T,yes,no,yes,no,yes,no,no,no,teacher,at_home,home,other,21,1,0,25,9,7,4,1
GP,F,U,LE3,T,no,yes,yes,yes,yes,no,yes,yes,at_home,teacher,reputation,mother,21,1,1,18,9,11,9,1
MS,M,R,LE3,T,yes,yes,no,no,yes,yes,no,no,other,teacher,home,mother,15,1,1,36,15,13,14,0
MS,M,R,GT3,A,yes,yes,yes,yes,no,no,no,no,services,health,reputation,father,17,1,2,10,15,18,20,0
MS,F,R,GT3,T,no,no,yes,no,yes,no,yes,no,at_home,health,course,other,16,3,3,65,17,16,18,1
GP,M,R,GT3,T,no,yes,yes,yes,yes,no,no,no,teacher,teacher,home,mother,16,3,2,30,16,16,13,1
MS,F,R,GT3,T,no,no,yes,no,no,yes,no,yes,health,other,home,mother,20,4,3,17,18,17,18,0
GP,M,R,GT3,A,no,no,no,yes,yes,yes,no,yes,at_home,health,other,father,17,2,0,74,18,20,18,0
MS,M,R,LE3,A,no,no,yes,yes,yes,no,yes,no,at_home,at_home,reputation,father,15,2,2,43,12,14,11,1
GP,M,R,GT3,T,no,yes,no,yes,no,no,no,yes,services,other,reputation,mother,17,3,2,15,15,13,12,1
GP,F,R,LE3,A,no,no,no,yes,no,no,yes,no,teacher,teacher,other,other,17,3,2,57,12,13,13,1
GP,F,R,GT3,T,yes,yes,yes,no,no,no,no,no,health,at_home,home,father,18,2,2,1,18,15,12,1
MS,M,U,LE3,T,no,yes,yes,yes,no,yes,yes,no,health,at_home,reputation,father,15,2,0,58,13,15,12,1
GP,M,R,GT3,T,no,yes,yes,no,yes,yes,no,yes,services,other,home,other,20,2,3,95,15,15,14,1
GP,M,U,GT3,T,no,no,yes,yes,no,no,yes,no,health,teacher,course,mother,19,4,3,47,15,16,18,1
GP,F,R,GT3,A,yes,yes,no,yes,yes,no,yes,no,other,at_home,reputation,mother,20,1,1,85,8,6,4,1
GP,M,U,GT3,T,no,yes,no,no,yes,yes,yes,yes,at_home,health,home,other,18,2,1,35,9,9,9,1
GP,M,U,GT3,T,no,no,no,yes,no,yes,yes,yes,at_home,health,course,other,15,1,1,7,16,18,20,0
GP,M,R,LE3,A,no,no,yes,yes,yes,yes,no,no,health,other,home,father,21,4,2,35,11,11,9,1
MS,M,U,GT3,T,yes,no,yes,yes,yes,yes,no,yes,health,health,home,mother,15,1,3,24,7,4,7,1
MS,F,U,GT3,A,no,yes,yes,no,no,no,yes,yes,health,services,course,mother,15,2,2,39,16,16,18,0
GP,F,U,GT3,T,no,no,yes,yes,no,no,yes,yes,at_home,teacher,reputation,mother,16,3,3,94,10,8,7,1
MS,M,R,LE3,T,yes,yes,yes,no,yes,no,yes,yes,health,at_home,other,other,15,4,0,3,7,10,13,0
MS,F,U,GT3,T,yes,yes,no,yes,yes,yes,no,yes,other,at_home,other,other,15,2,3,42,8,11,8,1
GP,F,U,LE3,T,yes,no,yes,no,no,yes,yes,no,other,other,course,mother,19,2,1,73,14,11,13,1
GP,F,R,GT3,A,yes,yes,no,no,yes,yes,yes,yes,at_home,other,home,other,15,2,0,26,12,10,10,0
GP,M,U,LE3,T,no,yes,yes,yes,no,no,yes,no,teacher,at_home,other,other,17,2,3,37,14,14,12,1
MS,F,U,GT3,A,no,yes,no,no,yes,no,no,yes,teacher,health,course,other,15,4,1,80,15,17,14,1
GP,F,U,GT3,A,yes,no,yes,yes,no,no,yes,yes,teacher,other,other,mother,15,2,0,37,8,6,7,1
MS,F,R,LE3,A,yes,no,no,no,yes,no,no,yes,other,services,home,mother,20,1,0,63,15,16,18,0
GP,M,U,GT3,T,no,yes,yes,yes,yes,yes,no,yes,services,other,course,mother,15,2,0,88,16,16,15,1
MS,M,R,LE3,A,yes,yes,yes,no,no,no,no,yes,teacher,health,reputation,father,21,4,1,16,17,19,17,0
GP,F,U,GT3,A,yes,yes,no,yes,no,yes,yes,no,services,teacher,course,mother,16,3,2,12,16,15,16,0
GP,F,U,GT3,A,yes,yes,yes,yes,yes,no,yes,yes,at_home,services,course,father,18,3,1,84,8,7,9,1
MS,M,U,LE3,T,no,yes,yes,yes,yes,yes,yes,no,other,other,other,other,16,1,3,78,11,14,12,1
MS,M,U,GT3,T,no,yes,yes,yes,yes,yes,no,yes,teacher,teacher,other,other,19,1,2,23,7,8,6,1
MS,F,R,LE3,A,no,yes,no,no,no,no,yes,yes,other,teacher,reputation,other,20,2,0,6,16,15,18,0
MS,F,U,LE3,A,yes,yes,yes,no,yes,no,yes,no,at_home,at_home,other,mother,20,2,1,63,7,6,9,1
MS,M,R,GT3,T,yes,no,no,yes,no,no,yes,no,other,health,other,father,19,1,2,62,15,12,13,1
MS,M,U,GT3,A,no,yes,no,no,no,no,yes,yes,health,at_home,other,mother,17,3,1,21,5,7,6,1
GP,F,R,GT3,A,yes,yes,yes,yes,no,no,no,yes,teacher,health,home,mother,17,4,1,52,11,13,12,1
MS,M,U,LE3,A,yes,no,no,yes,no,yes,no,yes,other,teacher,course,other,19,2,3,73,15,13,14,1
GP,F,U,LE3,T,no,yes,no,yes,no,no,no,yes,other,other,other,father,18,4,1,96,8,11,10,1
GP,F,R,GT3,A,no,no,yes,no,no,no,no,no,other,health,home,mother,20,3,0,11,11,13,13,0
MS,F,R,LE3,A,no,no,yes,no,yes,no,yes,yes,at_home,health,course,father,18,1,2,71,6,6,6,1
GP,M,R,LE3,T,no,yes,no,yes,yes,yes,yes,no,teacher,teacher,reputation,mother,19,3,0,21,9,12,9,0
MS,F,R,LE3,A,no,yes,yes,no,yes,yes,no,yes,teacher,services,course,other,15,4,3,38,16,18,19,0
MS,F,U,LE3,T,yes,yes,no,yes,yes,no,no,no,health,teacher,home,mother,16,3,3,46,18,17,20,1
GP,M,R,GT3,T,no,no,yes,yes,yes,yes,yes,no,health,teacher,home,father,16,3,3,63,19,19,19,1
GP,M,R,GT3,T,no,no,no,yes,no,yes,yes,no,other,health,reputation,other,15,2,3,43,11,12,10,1
MS,F,R,GT3,A,yes,no,no,no,no,no,yes,yes,teacher,teacher,home,mother,18,1,2,15,16,15,18,0
MS,F,U,LE3,A,yes,no,yes,yes,yes,no,no,yes,teacher,at_home,reputation,father,16,4,3,58,16,13,15,1
GP,M,U,LE3,A,yes,yes,yes,no,yes,yes,yes,no,other,teacher,reputation,father,16,4,0,33,13,13,12,0
GP,M,U,LE3,A,no,yes,no,no,no,yes,no,yes,services,other,home,other,17,2,1,45,14,15,18,0
GP,M,U,LE3,A,no,no,yes,yes,no,no,yes,no,teacher,teacher,home,other,21,3,0,79,8,5,8,1
GP,F,R,GT3,A,yes,yes,yes,no,no,yes,no,yes,other,teacher,other,mother,18,4,1,77,10,12,14,1
MS,F,U,LE3,A,no,no,no,no,yes,no,yes,no,other,other,other,other,19,2,2,69,7,9,9,1
MS,F,R,LE3,A,yes,no,yes,no,yes,no,no,no,services,services,reputation,mother,19,4,2,54,6,4,4,1
MS,M,U,GT3,T,yes,yes,no,yes,no,no,no,yes,health,services,home,father,15,2,3,73,14,15,17,1
MS,F,R,GT3,A,yes,no,yes,yes,no,no,yes,no,other,services,other,other,21,2,1,23,16,13,14,0
GP,M,R,GT3,A,no,yes,yes,yes,no,no,yes,yes,teacher,at_home,other,father,16,1,1,26,19,19,21,0
GP,F,R,LE3,T,no,yes,yes,no,no,yes,yes,no,health,other,other,father,19,1,3,72,15,18,16,1
MS,M,R,LE3,A,no,no,no,yes,no,no,yes,yes,health,at_home,other,mother,21,3,0,15,6,9,11,0
MS,F,R,LE3,T,yes,no,yes,no,no,yes,no,yes,health,at_home,reputation,other,15,2,0,1,19,16,19,0
MS,F,U,LE3,A,yes,no,no,no,yes,yes,yes,no,other,at_home,course,mother,21,4,0,30,9,10,10,0
MS,M,R,LE3,A,yes,yes,yes,no,no,no,yes,yes,teacher,other,home,other,17,3,2,62,7,5,3,1
MS,M,R,LE3,T,no,no,yes,yes,yes,no,no,no,services,health,home,mother,18,2,1,46,6,4,3,1
MS,F,R,GT3,T,no,yes,yes,yes,no,no,yes,no,at_home,health,other,mother,16,3,2,18,6,9,12,1
MS,M,R,LE3,A,no,yes,no,no,yes,yes,yes,no,at_home,services,reputation,mother,21,4,1,55,7,8,7,1
MS,M,U,GT3,T,yes,yes,no,no,yes,yes,no,no,health,at_home,course,father,16,4,1,10,5,7,6,1
MS,F,U,GT3,A,no,yes,no,yes,yes,yes,no,no,at_home,services,course,other,15,1,3,85,15,15,17,1
GP,M,R,GT3,A,yes,yes,no,yes,no,yes,no,yes,at_home,at_home,home,father,16,3,2,92,17,15,18,1
MS,F,R,LE3,A,yes,yes,no,no,no,yes,yes,no,other,services,reputation,father,18,1,0,94,12,11,13,1
GP,F,R,LE3,A,no,no,yes,no,no,yes,no,no,services,teacher,reputation,mother,19,2,0,7,13,15,12,0
GP,M,R,GT3,A,no,no,no,yes,no,no,no,no,at_home,other,home,mother,15,2,2,73,16,15,16,1
MS,M,U,LE3,A,yes,no,yes,no,no,no,yes,no,services,at_home,course,father,18,4,3,5,5,3,2,1
MS,F,U,LE3,T,no,no,no,no,yes,no,yes,yes,at_home,at_home,reputation,other,16,2,1,30,17,17,14,0
GP,F,R,GT3,T,yes,no,yes,no,yes,no,no,no,health,at_home,other,mother,19,3,2,98,9,9,6,1
GP,F,R,LE3,T,no,no,yes,no,yes,no,no,no,health,other,reputation,father,18,4,0,49,12,12,13,0
MS,F,R,LE3,A,no,no,no,no,no,no,yes,yes,services,teacher,home,other,19,4,3,28,17,17,16,1
GP,F,R,LE3,T,yes,no,yes,no,no,no,yes,yes,services,health,home,other,19,3,1,20,6,6,7,1
MS,F,R,LE3,A,no,no,yes,yes,yes,yes,yes,yes,services,other,other,father,15,3,3,40,5,2,5,1
MS,M,U,GT3,T,yes,yes,yes,no,no,no,no,yes,services,teacher,course,father,21,1,2,68,9,7,9,1
MS,M,U,GT3,A,no,no,no,yes,yes,yes,no,no,teacher,services,course,other,21,2,0,68,18,21,22,0
GP,M,R,LE3,A,no,no,yes,yes,no,no,yes,no,health,at_home,other,other,16,4,1,87,5,6,9,1
GP,F,U,LE3,A,yes,yes,yes,no,yes,no,no,yes,at_home,at_home,reputation,father,17,2,3,78,10,12,12,1
MS,M,U,LE3,A,no,no,yes,no,no,no,no,no,teacher,health,home,father,17,1,2,55,13,12,14,1
GP,F,U,GT3,A,no,no,no,no,no,yes,no,yes,services,services,other,other,17,1,2,27,12,10,11,1
GP,F,R,LE3,T,no,no,no,yes,no,no,no,no,at_home,teacher,home,mother,21,4,0,33,16,19,16,0
GP,M,U,LE3,A,yes,no,yes,no,no,yes,yes,no,health,services,home,other,18,2,2,55,10,13,12,1
GP,F,U,GT3,T,yes,no,no,no,yes,yes,no,no,services,services,other,other,17,2,3,76,8,7,8,1
GP,F,R,LE3,A,no,yes,yes,no,no,yes,yes,yes,other,health,course,other,21,4,2,54,11,9,6,1
GP,F,U,GT3,A,yes,no,yes,yes,no,yes,yes,no,services,teacher,course,other,20,4,2,43,16,14,13,1
GP,F,R,LE3,A,no,no,no,yes,no,no,yes,no,at_home,health,other,mother,20,1,3,31,10,9,7,1
MS,F,U,GT3,T,no,no,yes,yes,yes,yes,no,yes,health,teacher,other,father,16,4,2,85,11,14,16,1
GP,F,R,LE3,A,yes,no,yes,yes,yes,yes,yes,no,services,other,reputation,other,21,1,0,28,6,9,6,1
GP,M,R,LE3,T,no,no,yes,no,no,yes,no,no,health,other,other,father,17,2,1,2,11,11,14,0
GP,F,U,GT3,A,yes,no,no,yes,yes,yes,yes,yes,teacher,at_home,home,father,21,2,1,68,19,18,20,0
GP,F,U,GT3,T,yes,yes,no,yes,yes,no,yes,yes,other,health,course,father,19,1,2,10,14,13,11,1
GP,F,R,GT3,T,yes,no,no,no,no,yes,no,no,teacher,other,home,other,21,2,0,47,8,11,13,0
GP,F,R,GT3,T,no,yes,no,yes,yes,yes,no,yes,other,services,course,other,20,4,2,52,9,8,10,1
GP,M,U,GT3,A,yes,no,no,yes,yes,yes,yes,yes,teacher,services,home,other,19,1,2,55,15,18,21,0
GP,M,U,LE3,A,no,yes,yes,no,yes,yes,yes,no,health,other,other,mother,19,2,2,52,18,18,20,0
MS,F,U,GT3,T,yes,no,no,no,yes,no,yes,yes,health,health,other,father,21,3,2,25,11,9,7,1
GP,F,U,GT3,A,no,yes,no,no,yes,yes,yes,yes,teacher,at_home,reputation,mother,17,3,1,8,14,15,15,0
GP,F,R,GT3,A,yes,no,yes,yes,yes,no,no,no,at_home,services,course,mother,16,2,2,74,15,16,14,1
GP,M,R,GT3,A,yes,no,no,yes,yes,yes,no,no,teacher,at_home,other,other,16,4,2,64,6,4,1,1
GP,M,R,LE3,T,no,yes,yes,no,no,no,yes,yes,services,services,course,father,17,1,2,55,5,4,6,1
MS,M,U,LE3,T,no,yes,yes,yes,no,no,yes,yes,at_home,teacher,other,father,16,3,1,27,19,17,18,0
MS,M,U,LE3,A,no,no,no,no,yes,no,no,no,health,other,reputation,other,20,4,0,22,9,12,14,0
MS,F,R,LE3,T,no,no,yes,yes,yes,no,no,yes,teacher,health,other,other,17,1,0,30,14,11,10,0
MS,M,R,LE3,A,no,no,no,no,no,no,yes,no,at_home,services,other,mother,16,3,0,65,5,3,6,1
MS,M,R,GT3,A,yes,no,no,no,no,yes,no,yes,services,other,reputation,other,15,3,0,60,17,14,14,0
MS,F,R,LE3,T,yes,yes,yes,no,yes,no,yes,yes,other,at_home,home,mother,15,3,0,81,10,12,11,1
MS,F,R,LE3,T,yes,no,yes,no,yes,yes,yes,no,health,health,course,father,16,2,3,15,6,8,5,1
MS,M,R,GT3,A,no,no,yes,yes,yes,yes,no,yes,at_home,health,home,mother,19,2,2,58,17,18,19,0
MS,M,U,GT3,A,no,no,no,yes,no,no,no,yes,at_home,other,home,other,20,4,2,80,6,7,5,1
MS,M,R,LE3,A,no,no,no,no,no,no,yes,no,at_home,other,home,father,15,1,0,47,8,9,12,0
MS,M,R,LE3,T,yes,yes,yes,yes,no,yes,no,no,teacher,other,course,mother,20,2,3,16,14,13,11,1
MS,F,R,GT3,T,no,yes,no,no,yes,no,no,no,health,teacher,reputation,mother,21,1,1,34,6,3,5,1
MS,F,R,LE3,A,yes,no,no,no,no,yes,yes,yes,health,teacher,other,father,18,3,3,94,13,10,13,1
MS,M,R,GT3,A,no,no,no,yes,yes,no,no,no,teacher,health,other,mother,20,2,2,98,16,13,15,1
MS,M,R,GT3,T,yes,no,yes,yes,no,no,no,yes,teacher,other,home,mother,17,3,0,58,7,5,2,1
MS,M,R,LE3,A,no,yes,yes,no,no,yes,yes,no,teacher,teacher,course,mother,18,1,3,87,17,16,13,1
GP,M,U,LE3,T,yes,no,no,no,no,yes,no,no,services,health,home,other,16,2,1,40,12,14,17,0
MS,M,R,LE3,T,yes,yes,no,no,yes,yes,no,yes,at_home,services,reputation,other,16,2,0,36,11,14,13,0
GP,F,U,GT3,A,yes,yes,yes,no,no,no,no,yes,services,other,other,other,21,3,1,29,15,16,19,0
MS,F,U,GT3,A,yes,yes,yes,no,no,yes,no,no,health,teacher,other,mother,19,4,0,81,15,17,16,0
MS,F,U,LE3,T,yes,no,no,yes,yes,yes,no,yes,teacher,health,other,father,21,2,2,90,11,9,11,1
GP,M,R,LE3,A,yes,no,no,yes,no,no,yes,yes,at_home,other,other,mother,15,1,0,15,8,7,9,0
MS,M,R,LE3,T,no,yes,no,no,no,no,yes,no,other,health,reputation,mother,20,2,0,83,8,11,14,1
GP,F,R,GT3,T,yes,no,no,yes,yes,no,no,yes,at_home,services,course,other,15,3,0,46,16,17,16,0
GP,F,R,GT3,T,yes,yes,no,yes,no,yes,yes,yes,other,health,course,other,20,1,0,27,5,2,4,1
GP,M,R,GT3,A,no,yes,yes,no,yes,no,no,no,at_home,health,reputation,mother,18,2,3,20,12,9,7,1
MS,F,R,LE3,A,yes,yes,no,no,no,yes,no,no,teacher,services,other,other,21,3,3,40,5,7,4,1
MS,M,R,GT3,A,yes,yes,no,no,no,no,yes,no,other,at_home,course,mother,15,3,3,44,17,14,14,1
MS,M,R,GT3,T,yes,yes,no,yes,no,yes,no,yes,other,other,reputation,other,16,4,0,96,8,8,6,1
GP,F,R,LE3,T,yes,no,yes,yes,yes,yes,yes,yes,health,services,home,mother,19,3,1,72,7,4,4,1
GP,F,R,GT3,T,yes,yes,yes,no,yes,yes,no,yes,at_home,services,reputation,mother,17,3,3,63,17,18,17,1
MS,F,U,LE3,T,yes,no,yes,no,no,yes,no,no,services,other,other,father,18,4,2,87,5,3,2,1
MS,M,R,GT3,A,yes,yes,no,yes,no,no,yes,no,services,health,other,other,20,4,3,12,11,14,11,1
MS,M,R,LE3,A,yes,yes,yes,yes,no,yes,yes,yes,health,teacher,other,father,18,4,3,93,11,9,10,1
MS,F,R,LE3,A,no,yes,no,no,no,no,yes,yes,health,other,home,other,17,4,2,42,6,6,7,1
MS,M,U,GT3,T,no,no,yes,no,no,no,yes,no,health,services,course,other,16,3,2,96,14,14,16,1
GP,M,R,LE3,T,no,no,yes,no,yes,yes,yes,yes,teacher,health,other,other,18,1,1,57,9,10,12,1
GP,M,R,GT3,A,no,no,yes,no,no,yes,yes,no,teacher,at_home,home,father,15,3,0,87,12,11,14,1
GP,F,U,LE3,T,no,no,no,yes,yes,yes,no,yes,teacher,health,reputation,other,15,3,2,19,5,5,4,1
MS,M,R,LE3,A,no,yes,no,no,yes,yes,no,no,teacher,teacher,course,mother,15,2,1,62,17,19,20,0
GP,F,U,LE3,T,yes,no,no,no,yes,no,no,no,health,health,course,mother,19,1,0,0,13,13,14,0
GP,F,U,GT3,T,yes,yes,yes,no,no,no,no,no,health,teacher,reputation,other,17,3,2,22,11,12,14,1
GP,M,U,LE3,T,no,yes,no,yes,no,no,yes,yes,teacher,at_home,course,other,16,2,1,32,11,13,12,1
GP,F,U,LE3,T,no,no,no,yes,no,no,yes,yes,teacher,at_home,reputation,other,15,1,1,56,16,14,17,0
GP,M,R,GT3,T,no,no,yes,no,yes,yes,no,yes,other,health,home,other,15,1,3,80,6,7,4,1
MS,F,U,LE3,A,yes,no,yes,yes,no,no,yes,no,at_home,other,other,other,19,3,2,53,12,9,7,1
GP,F,U,LE3,A,yes,yes,yes,no,yes,yes,no,no,other,other,home,other,15,1,0,65,15,14,17,0
MS,M,R,LE3,A,no,no,yes,no,no,yes,yes,no,at_home,other,other,father,20,2,1,94,16,19,22,0
MS,F,R,LE3,T,no,no,no,yes,no,yes,yes,no,teacher,at_home,course,mother,19,1,3,30,7,7,9,1
MS,F,R,GT3,A,yes,no,no,no,no,yes,no,yes,teacher,teacher,reputation,other,20,3,1,53,17,16,17,0
MS,F,U,LE3,A,no,yes,yes,no,no,yes,yes,yes,teacher,services,reputation,father,17,4,0,15,14,15,15,0
MS,M,R,LE3,T,no,no,no,no,yes,yes,yes,yes,other,health,home,father,18,3,1,36,11,9,10,1
GP,M,U,GT3,T,yes,no,no,yes,no,no,no,no,health,teacher,home,other,15,4,3,6,7,6,4,1
GP,F,U,LE3,A,no,yes,yes,no,yes,yes,no,no,at_home,services,course,father,15,2,0,99,10,10,8,1
MS,F,R,LE3,A,no,no,yes,no,no,yes,no,yes,other,at_home,reputation,mother,21,1,2,0,17,14,12,1
MS,F,R,GT3,A,yes,no,yes,no,yes,no,no,yes,teacher,services,other,other,17,2,3,93,5,4,7,1
MS,M,R,GT3,A,no,yes,yes,no,yes,no,yes,no,health,at_home,course,other,18,1,0,17,8,9,7,1
GP,M,R,GT3,A,yes,yes,yes,yes,yes,no,no,yes,other,at_home,course,mother,19,1,1,41,13,15,15,0
MS,F,R,GT3,T,no,no,no,yes,no,no,yes,yes,at_home,teacher,course,father,18,1,3,38,11,12,9,1
GP,M,R,LE3,A,yes,yes,yes,no,no,no,yes,no,teacher,other,reputation,other,15,4,0,25,11,10,13,0
MS,M,U,GT3,A,yes,no,no,yes,no,no,yes,no,at_home,other,home,mother,17,1,0,74,8,9,7,1
GP,M,U,LE3,A,no,no,yes,yes,no,no,yes,yes,teacher,teacher,reputation,mother,20,4,3,64,14,16,14,1
MS,M,R,GT3,A,yes,no,no,yes,yes,no,yes,no,teacher,health,other,other,16,3,0,56,15,14,16,0
GP,F,U,LE3,A,yes,yes,no,yes,yes,no,no,no,services,at_home,reputation,mother,17,4,0,68,5,4,4,1
MS,M,U,GT3,A,no,no,yes,yes,no,no,yes,no,at_home,health,other,other,19,3,1,85,5,3,4,1
GP,M,U,GT3,T,no,no,yes,no,yes,yes,no,no,health,at_home,other,father,19,4,2,76,15,16,17,1
GP,F,U,LE3,T,no,yes,no,yes,yes,yes,no,yes,teacher,at_home,other,other,15,2,2,16,7,9,9,1
GP,F,U,GT3,T,yes,no,no,no,yes,yes,no,yes,health,other,reputation,other,21,1,3,6,17,15,16,0
GP,M,U,GT3,A,yes,no,yes,yes,no,no,yes,yes,other,other,other,mother,17,2,3,70,16,18,17,1
GP,M,R,GT3,A,no,no,no,no,no,no,no,no,teacher,at_home,other,mother,16,2,0,11,19,20,17,0
GP,F,R,LE3,T,yes,no,no,no,yes,yes,no,no,teacher,other,course,father,17,4,2,37,11,14,16,0
GP,F,R,GT3,A,yes,no,yes,no,no,yes,yes,yes,teacher,other,course,other,19,4,1,86,18,16,17,1
MS,F,U,GT3,A,yes,yes,yes,yes,yes,yes,no,no,health,services,reputation,father,21,3,1,47,18,15,15,0
MS,M,R,LE3,A,no,no,no,yes,no,no,no,yes,services,services,course,mother,17,2,2,54,11,14,13,1
MS,M,R,LE3,T,yes,yes,no,no,no,no,no,no,at_home,at_home,course,father,15,2,3,53,9,10,7,1
MS,F,R,GT3,T,yes,yes,yes,yes,no,no,no,no,teacher,other,home,other,19,4,2,71,13,11,14,1
MS,M,U,LE3,T,no,no,no,no,yes,no,yes,no,at_home,services,reputation,other,17,2,3,14,15,17,15,1
GP,F,R,LE3,A,no,yes,no,no,yes,no,yes,no,at_home,health,reputation,other,17,1,1,29,19,16,19,0
GP,M,U,LE3,T,no,yes,no,yes,no,no,yes,no,at_home,at_home,course,mother,15,1,0,54,6,3,4,1
GP,F,R,GT3,T,yes,no,yes,yes,yes,yes,no,yes,health,at_home,reputation,mother,15,4,0,72,13,15,17,0
GP,F,R,GT3,T,no,no,no,yes,yes,no,no,no,at_home,health,reputation,other,17,2,1,20,13,10,7,1
GP,M,R,LE3,A,yes,yes,yes,no,yes,yes,yes,yes,other,at_home,reputation,mother,21,2,2,59,10,8,5,1
MS,M,U,GT3,T,no,no,no,no,yes,no,no,no,health,other,reputation,father,16,1,2,77,8,5,7,1
MS,M,U,LE3,T,no,no,yes,no,yes,yes,yes,no,health,services,course,father,19,4,2,7,9,12,10,1
MS,M,U,GT3,A,no,yes,no,yes,yes,no,no,yes,other,teacher,home,other,17,1,2,46,10,10,7,1
MS,M,U,LE3,T,no,yes,yes,no,yes,no,no,yes,services,services,course,mother,15,2,2,35,8,9,11,1
GP,M,U,GT3,A,no,yes,no,yes,yes,yes,no,yes,services,health,home,other,19,4,3,72,13,13,14,1
GP,F,R,LE3,A,yes,yes,no,yes,yes,yes,no,yes,teacher,teacher,reputation,father,15,2,2,25,15,15,18,0
GP,M,R,GT3,T,no,no,no,no,no,yes,yes,no,services,other,other,father,19,4,2,83,6,9,8,1
MS,F,U,GT3,T,no,yes,yes,yes,no,yes,yes,no,teacher,other,reputation,mother,17,1,2,69,16,17,18,1
GP,F,U,LE3,T,no,yes,yes,no,yes,yes,yes,yes,at_home,services,reputation,father,20,1,0,33,18,18,21,0
MS,M,R,GT3,A,yes,no,yes,yes,no,yes,yes,no,teacher,at_home,other,mother,20,4,0,59,12,9,9,1
GP,F,U,GT3,T,no,yes,no,yes,yes,no,no,yes,services,at_home,reputation,mother,21,4,2,22,13,12,9,1
GP,F,R,GT3,T,yes,yes,no,no,yes,yes,yes,yes,teacher,health,reputation,father,18,1,2,96,18,18,16,1
MS,M,U,GT3,T,yes,yes,yes,yes,yes,no,no,yes,health,at_home,other,father,20,1,3,84,18,20,23,1
GP,M,R,GT3,A,yes,no,no,no,no,yes,yes,no,services,other,reputation,other,18,2,0,40,17,20,22,0
GP,M,U,GT3,A,yes,yes,yes,no,no,yes,no,no,teacher,teacher,reputation,mother,19,4,1,89,19,20,20,0
MS,F,U,GT3,A,no,yes,yes,yes,no,no,yes,no,services,services,home,other,21,4,0,68,8,6,3,1
GP,M,R,GT3,T,no,no,no,yes,yes,no,yes,yes,other,services,course,mother,21,4,2,54,13,11,8,1
MS,M,R,LE3,T,yes,no,yes,no,yes,yes,yes,yes,services,services,reputation,father,21,1,0,72,17,14,13,0
GP,M,U,GT3,A,no,yes,yes,yes,yes,yes,no,no,other,at_home,reputation,mother,15,1,2,44,17,17,15,1
GP,M,U,LE3,T,no,no,yes,no,no,yes,no,no,teacher,teacher,reputation,other,15,1,0,60,6,5,6,1
GP,F,R,GT3,T,yes,no,no,no,no,yes,no,yes,other,at_home,home,mother,15,3,0,32,7,5,2,1
GP,M,U,LE3,A,yes,yes,yes,no,no,no,yes,yes,services,at_home,reputation,father,17,3,0,88,14,13,13,1
GP,F,R,GT3,A,yes,no,no,no,no,no,no,yes,health,other,course,other,19,1,2,51,9,11,13,1
GP,M,R,LE3,A,yes,no,yes,no,yes,no,no,no,other,other,other,mother,17,4,1,80,8,5,3,1
GP,F,U,LE3,T,yes,no,yes,no,yes,yes,no,no,services,at_home,home,mother,18,4,2,18,18,20,21,0
GP,F,R,GT3,T,no,yes,no,no,yes,yes,yes,no,health,health,other,mother,18,4,1,74,15,16,18,0
MS,F,R,LE3,T,no,no,no,yes,yes,yes,no,yes,at_home,health,home,mother,15,2,1,7,17,18,18,0
MS,M,U,GT3,A,no,yes,yes,no,yes,yes,no,yes,other,health,reputation,mother,15,1,1,69,7,4,7,1
GP,F,R,GT3,A,no,yes,yes,no,no,no,yes,yes,other,at_home,home,father,19,4,1,5,8,10,8,1
GP,M,R,LE3,T,no,no,no,no,yes,yes,no,no,teacher,teacher,reputation,father,18,4,1,71,13,12,11,1
MS,M,R,GT3,A,yes,yes,yes,yes,yes,yes,no,no,at_home,health,other,other,19,1,3,56,13,16,16,1
GP,M,R,LE3,A,yes,no,no,yes,yes,no,yes,yes,teacher,other,other,mother,18,1,1,87,9,11,9,1
GP,M,U,LE3,T,no,no,no,yes,no,yes,yes,no,teacher,services,course,father,16,1,3,59,11,10,11,1
MS,M,R,GT3,A,no,yes,yes,yes,yes,no,no,no,services,services,course,father,19,3,2,18,12,11,8,1
GP,F,U,GT3,T,no,yes,yes,no,no,yes,yes,yes,teacher,at_home,home,mother,16,1,2,51,17,20,22,0
GP,M,R,GT3,A,no,no,yes,no,yes,no,yes,no,other,services,home,other,17,1,3,40,6,3,1,1
